Subject Area Name,Subject Acronym,Class Number,Class Name
American Indian Studies,AM IND ,596,Directed Individual Studies  
American Indian Studies,AM IND ,598,Research for and Preparation of MA Thesis
Art History,ART HIS ,19,Fiat Lux Freshman Seminars
Art History,ART HIS ,20,Ancient Art
Art History,ART HIS ,21,Medieval Art
Art History,ART HIS ,22,Renaissance and Baroque Art
Art History,ART HIS ,23,Modern Art
Art History,ART HIS ,24,Architecture in Modern World
Art History,ART HIS ,25,Museum Studies
Art History,ART HIS ,27,Art and Architecture of Ancient Americas
Art History,ART HIS ,28,Arts of Africa
Art History,ART HIS ,29,Chinese Art
Art History,ART HIS ,30,Arts of Japan
Art History,ART HIS ,31,Art of India and Southeast Asia
Art History,ART HIS ,88,Lower-Division Seminars
Art History,ART HIS ,89,Honors Seminars
Art History,ART HIS ,89HC,Honors Contracts
Art History,ART HIS ,99,Student Research Program
Art History,ART HIS ,100,Art Historical Theories and Methodologies
Art History,ART HIS ,M110A,"Art and Architecture of Ancient Egypt, Predynastic Period to New Kingdom"
Art History,ART HIS ,M110B,"Art and Architecture of Ancient Egypt, New Kingdom to Greco-Roman Period"
Art History,ART HIS ,M110C,Ancient Egyptian Temple and City of Thebes
Art History,ART HIS ,M110D,Art and Death in Ancient Egypt
Art History,ART HIS ,M111,Minoan Art and Archaeology
Art History,ART HIS ,M112A,Mycenaean Art and Archaeology
Art History,ART HIS ,M112B,Archaic Greek Art and Archaeology
Art History,ART HIS ,M112C,Classical Greek Art and Archaeology
Art History,ART HIS ,M112D,Hellenistic Greek Art and Archaeology
Art History,ART HIS ,M113A,Etruscan Art and Archaeology
Art History,ART HIS ,M113B,Roman Art and Archaeology
Art History,ART HIS ,M113C,Late Roman Art
Art History,ART HIS ,M114A,Classical Archaeology: Greco-Roman Architecture
Art History,ART HIS ,M114B,Classical Archaeology: Greco-Roman Sculpture
Art History,ART HIS ,M114C,Classical Archaeology: Greco-Roman Painting
Art History,ART HIS ,C114D,Selected Topics in Ancient Art
Art History,ART HIS ,CM115A,Late Antique Art and Architecture
Art History,ART HIS ,C115B,Early Medieval Art and Architecture
Art History,ART HIS ,115C,Romanesque Art and Architecture
Art History,ART HIS ,C115D,Gothic Art and Architecture
Art History,ART HIS ,115E,Late Gothic Art and Architecture
Art History,ART HIS ,C115F,Medieval Paris
Art History,ART HIS ,C116A,Middle Byzantine Art and Architecture
Art History,ART HIS ,C116B,Late Byzantine Art and Architecture
Art History,ART HIS ,C117A,Medieval Archaeology
Art History,ART HIS ,C117B,Selected Topics in Medieval Art
Art History,ART HIS ,M118A,Medieval Armenian Art
Art History,ART HIS ,M118B,"Armenian Painting, 17th to 20th Century"
Art History,ART HIS ,C118C,Selected Topics in Armenian Art
Art History,ART HIS ,119A,Western Islamic Art
Art History,ART HIS ,119B,Eastern Islamic Art
Art History,ART HIS ,M119C,Introduction to Islamic Archaeology
Art History,ART HIS ,M119D,Archaeology and Art of Christian and Islamic Egypt
Art History,ART HIS ,C120,Selected Topics in Islamic Art
Art History,ART HIS ,121A,Italian Renaissance Art of 14th Century
Art History,ART HIS ,121B,Italian Renaissance Art of 15th Century
Art History,ART HIS ,121C,Italian Renaissance Art of 16th Century
Art History,ART HIS ,121D,Late Renaissance Art: Counter-Reformation
Art History,ART HIS ,124,Northern Renaissance Art
Art History,ART HIS ,C125A,Southern Baroque Art
Art History,ART HIS ,125B,Northern Baroque Art
Art History,ART HIS ,C126,Selected Topics in Early Modern Art
Art History,ART HIS ,127A,European Art of 17th and 18th Centuries
Art History,ART HIS ,127B,European Art of 19th Century
Art History,ART HIS ,M127C,"Cultural and Intellectual History of Modern Europe, 19th Century"
Art History,ART HIS ,C128A,"History of Photography, 1839 to 1910"
Art History,ART HIS ,C128B,"History of Photography, 1910 to Present"
Art History,ART HIS ,C128C,History of Photography: Selected Topics
Art History,ART HIS ,C129A,"Modern Art, 1900 to 1950"
Art History,ART HIS ,C129B,"Dada, 1915 to 1923"
Art History,ART HIS ,C129C,"Surrealism, 1924 to 1939"
Art History,ART HIS ,130,Selected Topics in Modern Art
Art History,ART HIS ,C131A,"Contemporary Art, 1940s to 1950s"
Art History,ART HIS ,C131B,"Contemporary Art, 1960s to 1970s"
Art History,ART HIS ,C131C,"Contemporary Art, 1980s to 1990s"
Art History,ART HIS ,132,Selected Topics in Contemporary Art
Art History,ART HIS ,C133A,American Art before Civil War
Art History,ART HIS ,C133B,"American Art in Gilded Age, 1860 to 1900"
Art History,ART HIS ,C133C,"American Art, 1900 to 1945"
Art History,ART HIS ,133D,Architecture in U.S.
Art History,ART HIS ,133E,American Houses
Art History,ART HIS ,CM135A,African American Art before 1900
Art History,ART HIS ,CM135B,"African American Art, 1900 to 1963"
Art History,ART HIS ,C136A,Selected Topics in African American Art
Art History,ART HIS ,137,Arts of Native North America
Art History,ART HIS ,CM139A,Maya Art and Architecture
Art History,ART HIS ,C139B,Aztec Art and Architecture
Art History,ART HIS ,C139C,Inca Art and Architecture
Art History,ART HIS ,C140,Selected Topics in Arts of Indigenous Americas
Art History,ART HIS ,CM141,Colonial Latin American Art
Art History,ART HIS ,C142A,Mexican Art in Modern Age
Art History,ART HIS ,C142B,Latin American Art of 20th Century
Art History,ART HIS ,143,Selected Topics in Latin American Art
Art History,ART HIS ,144,Caribbean Art
Art History,ART HIS ,C145A,Architecture and Urbanism in Africa
Art History,ART HIS ,C145B,Contemporary Arts of Africa
Art History,ART HIS ,C146A,Selected Topics in African Art
Art History,ART HIS ,147,Arts of Oceania
Art History,ART HIS ,C148A,"Art and Material Culture, Neolithic to 210 BC"
Art History,ART HIS ,C148B,"Art and Material Culture of Early Imperial China, 210 BC to AD 906"
Art History,ART HIS ,C148C,"Art and Material Culture of Late Imperial China, 906 to 1911"
Art History,ART HIS ,C148D,Advanced Chinese Art
Art History,ART HIS ,C148E,Art in Modern China
Art History,ART HIS ,C148F,Advanced Chinese Painting
Art History,ART HIS ,C148G,Gardens in Chinese Art and Culture
Art History,ART HIS ,C149,Selected Topics in Chinese Art
Art History,ART HIS ,150A,Japanese Art
Art History,ART HIS ,C150B,Advanced Japanese Art
Art History,ART HIS ,C151,Selected Topics in Japanese Art
Art History,ART HIS ,152A,Arts of Korea
Art History,ART HIS ,C152B,History of Korean Painting
Art History,ART HIS ,C152C,History of Korean Ceramics
Art History,ART HIS ,C152D,History of Korean Buddhist Art
Art History,ART HIS ,C153,Selected Topics in Korean Art
Art History,ART HIS ,154A,Early Art of India
Art History,ART HIS ,154B,Later Art of India
Art History,ART HIS ,C154C,Advanced Indian Art
Art History,ART HIS ,154D,Modern and Contemporary South Asian Art
Art History,ART HIS ,C155,Selected Topics in South and Southeast Asian Art
Art History,ART HIS ,156,Arts of Southeast Asia
Art History,ART HIS ,C158A,Selected Topics in Asian Arts and Architecture
Art History,ART HIS ,C160,Art and Empire
Art History,ART HIS ,161,Cities in History
Art History,ART HIS ,C169,Selected Topics in Architectural History
Art History,ART HIS ,C170A,Museum Studies
Art History,ART HIS ,C170B,Museum Studies Practicum
Art History,ART HIS ,C171,Selected Topics in Museum Studies
Art History,ART HIS ,C172A,Preservation of Art
Art History,ART HIS ,C172B,"Art: Fakes, Forgeries, and Authenticity"
Art History,ART HIS ,M179,Cultural Heritage and Identity Representation: Creating Fowler and Virtual Exhibit
Art History,ART HIS ,185,Undergraduate Seminar
Art History,ART HIS ,188SA,Individual Studies for USIE Facilitators
Art History,ART HIS ,188SB,Individual Studies for USIE Facilitators
Art History,ART HIS ,188SC,Individual Studies for USIE Facilitators
Art History,ART HIS ,189,Advanced Honors Seminars
Art History,ART HIS ,189HC,Honors Contracts
Art History,ART HIS ,195,Museum Studies Internship
Art History,ART HIS ,196,Research Apprenticeship in Art History
Art History,ART HIS ,197A,Individual Studies in Art History
Art History,ART HIS ,197B,Individual Capstone Studies
Art History,ART HIS ,198A,Honors Research in Art History
Art History,ART HIS ,198B,Honors Research in Art History
Art History,ART HIS ,199,Directed Research in Art History
Art History,ART HIS ,200,Art Historical Theories and Methodologies  
Art History,ART HIS ,201,Topics in Historiography of Art History
Art History,ART HIS ,202,Topics in Theory and Criticism in Art History
Art History,ART HIS ,203,Topics in Architectural History and Theory
Art History,ART HIS ,207,Consortium Scholar Seminar at Getty Research Institute
Art History,ART HIS ,210,Egyptian Art
Art History,ART HIS ,212A,Topics in Aegean Art
Art History,ART HIS ,212B,Topics in Classical Art
Art History,ART HIS ,212C,Classical Art
Art History,ART HIS ,C214D,Selected Topics in Ancient Art
Art History,ART HIS ,C215A,Late Antique Art and Architecture
Art History,ART HIS ,C215B,Early Medieval Art and Architecture
Art History,ART HIS ,C215D,Gothic Art and Architecture
Art History,ART HIS ,C215F,Medieval Paris
Art History,ART HIS ,C216A,Middle Byzantine Art and Architecture
Art History,ART HIS ,C216B,Late Byzantine Art and Architecture
Art History,ART HIS ,C217A,Medieval Archaeology
Art History,ART HIS ,C217B,Selected Topics in Medieval Art
Art History,ART HIS ,217C,Medieval Art
Art History,ART HIS ,217D,"Byzantine Art, Architecture, and Archaeology"
Art History,ART HIS ,C218,Selected Topics in Armenian Art
Art History,ART HIS ,C220A,Selected Topics in Islamic Art
Art History,ART HIS ,220B,Advanced Studies in Islamic Art
Art History,ART HIS ,222A,Italian Renaissance Art
Art History,ART HIS ,224A,Northern Renaissance Art
Art History,ART HIS ,C225,Southern Baroque Art
Art History,ART HIS ,225B,Early Modern Art
Art History,ART HIS ,C226,Selected Topics in Early Modern Art
Art History,ART HIS ,C228A,"History of Photography, 1839 to 1910"
Art History,ART HIS ,C228B,"History of Photography, 1910 to Present"
Art History,ART HIS ,C228C,History of Photography: Selected Topics
Art History,ART HIS ,228D,History and Theory of Photography
Art History,ART HIS ,C229A,"Modern Art, 1900 to 1950"
Art History,ART HIS ,C229B,"Dada, 1915 to 1923"
Art History,ART HIS ,C229C,"Surrealism, 1924 to 1939"
Art History,ART HIS ,230A,"European Art, 1700 to 1900"
Art History,ART HIS ,M230B,Seminar: Modern European History
Art History,ART HIS ,M230C,Seminar: Modern European History
Art History,ART HIS ,230D,Modern Art
Art History,ART HIS ,C231A,"Contemporary Art, 1940s to 1950s"
Art History,ART HIS ,C231B,"Contemporary Art, 1960s to 1970s"
Art History,ART HIS ,C231C,"Contemporary Art, 1980s to 1990s"
Art History,ART HIS ,232,Contemporary Art
Art History,ART HIS ,C233A,American Art before Civil War
Art History,ART HIS ,C233B,"American Art in Gilded Age, 1860 to 1900"
Art History,ART HIS ,C233C,"American Art, 1900 to 1945"
Art History,ART HIS ,234,American Art
Art History,ART HIS ,CM235A,African American Art before 1900
Art History,ART HIS ,CM235B,"African American Art, 1900 to 1963"
Art History,ART HIS ,M236,Topics in African American Art
Art History,ART HIS ,C236A,Selected Topics in African American Art
Art History,ART HIS ,237,Native North American Art
Art History,ART HIS ,C239A,Maya Art and Architecture
Art History,ART HIS ,C239B,Aztec Art and Architecture
Art History,ART HIS ,C239C,Inca Art and Architecture
Art History,ART HIS ,C240A,Selected Topics in Arts of Indigenous Americas
Art History,ART HIS ,240B,Art and Architecture of Indigenous Americas
Art History,ART HIS ,C241,Colonial Latin American Art
Art History,ART HIS ,C242A,Mexican Art in Modern Age
Art History,ART HIS ,C242B,Latin American Art of 20th Century
Art History,ART HIS ,M243,Hemispheric and Transnational Approaches to Contemporary Art in Americas
Art History,ART HIS ,C245A,Architecture and Urbanism in Africa
Art History,ART HIS ,C245B,Contemporary Arts of Africa
Art History,ART HIS ,246,African Art
Art History,ART HIS ,C246A,Selected Topics in African Art
Art History,ART HIS ,247,Oceanic Art
Art History,ART HIS ,C248A,"Art and Material Culture, Neolithic to 210 BC"
Art History,ART HIS ,C248B,"Art and Material Culture of Early Imperial China, 210 BC to AD 906"
Art History,ART HIS ,C248C,"Art and Material Culture of Late Imperial China, 906 to 1911"
Art History,ART HIS ,C248D,Advanced Chinese Art
Art History,ART HIS ,C248E,Art in Modern China
Art History,ART HIS ,C248F,Advanced Chinese Painting
Art History,ART HIS ,C248G,Gardens in Chinese Art and Culture
Art History,ART HIS ,C249A,Selected Topics in Chinese Art
Art History,ART HIS ,249B,Chinese Art
Art History,ART HIS ,C250,Advanced Japanese Art
Art History,ART HIS ,C251A,Selected Topics in Japanese Art
Art History,ART HIS ,251B,Japanese Art
Art History,ART HIS ,C252A,History of Korean Painting
Art History,ART HIS ,C252B,History of Korean Ceramics
Art History,ART HIS ,C252C,History of Korean Buddhist Art
Art History,ART HIS ,C253A,Selected Topics in Korean Art
Art History,ART HIS ,253B,Selected Topics in Korean Art
Art History,ART HIS ,C254A,Advanced Indian Art
Art History,ART HIS ,254B,Modern and Contemporary South Asian Art
Art History,ART HIS ,C255A,Selected Topics in South and Southeast Asian Art
Art History,ART HIS ,255B,Indian Art
Art History,ART HIS ,C258A,Selected Topics in Asian Arts and Architecture
Art History,ART HIS ,M258B,Topics in Asian Archaeology
Art History,ART HIS ,258C,Fieldwork in Archaeology
